k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[4.1365481575, 0.02, 0.17712896, 0.02, 1.6563998369, 0.02, 1.1912670842, 0.02, 0.29540308, 0.02, 0.33044829, 0.02, 0.081689693, 0.02, 0.25366977, 0.02, 1.3979474874, 0.02, 1.1726179747, 0.02, 0.09020114, 0.02, 0.12924843, 0.02, 0.30391686, 0.02, 0.1048141, 0.02, 0.1179912, 0.02, 0.54496913, 0.02, 0.007783709, 0.02, 0.089054003, 0.02, 0.11016803, 0.02, 0.039888624, 0.02, 0.098350298, 0.02, 0.28456638, 0.02, 0.4217993, 0.02, 0.16224077, 0.02, 0.071969874, 0.02, 0.31414176, 0.02, 0.14023746, 0.02, 0.28639923, 0.02, 0.062871838, 0.02, 0.15213167, 0.02, 0.19259894, 0.02, 0.15142465, 0.02, 0.39070068, 0.02]|263050.2304652961902320|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[4.286498125361176, 0.3585297358036041, 0.1402778556511021, -0.1449813205003739, 1.4693617281935256, -0.1810734379291535, 0.9843734166213027, -0.1847142088413239, 0.1003173011675644, -0.1588247376680374, 0.1735006325340652, -0.1106108087301254, -0.0193644836881943, -0.0495511102676392, 0.2163069150722218, 0.0143013065494597, 1.4222659813026832, 0.0716812317073345, 1.2481389967813752, 0.1151265692710877, 0.2001579036847496, 0.1396486726403236, 0.2532690362793731, 0.1430705827474594, 0.4208873320377922, 0.1260560718178749, 0.1956275877681732, 0.0918621835112572, 0.1679262503087044, 0.0458559845387936, 0.5558503546471644, -0.0051560993492603, -0.0424309057191525, -0.0537312361598015, -0.0057658556702347, -0.0926647815108299, -0.0163793065783691, -0.1158709037303925, -0.1002952122216949, -0.1191997039318085, -0.0344639603370209, -0.1011183965206146, 0.1801595016478348, -0.0631817239522934, 0.3636491650193214, -0.0102160046994686, 0.1617760713800923, 0.0498596974462271, 0.1313549613410702, 0.1066506919264793, 0.4242972157681084, 0.1484162849187851, 0.2802737002200699, 0.1637837183475494, 0.4250819530453491, 0.1441148561239242, 0.1628052014972572, 0.0865899515151978, 0.1774060771185589, 0.0390496779978275, 0.12070763961977, -0.1002250346541405, -0.0096974634662628, -0.1671276646852493, 0.2017817467276383, -0.1350657451152802]|29414.8828125000000000|      2.00000000|[16, 1, 0, 1]                                                              | | GPS sucess | actual_k=1
       2|[4.419297974275322, 0.7238475573062897, 0.3792854925558186, 0.4940366190671921, 0.762777274610762, -0.5640462446212768, 1.7921372315474502, -0.2093217442929745, 0.2076566386357117, 0.4390125316381455, 0.8340241663551712, -0.2213177490234375, 0.5550784989854507, -0.1571774888038635, 0.5999519727504444, -0.3630772466026246, 1.5441920058588432, 0.125492364615202, 1.4740121243610642, 0.1849811342358589, 0.4723337819711113, 0.0278986808657646, 0.8549705939156341, -0.0951804029941559, 0.4575747769332981, 1.2714155879616738, 0.2932655167904854, 1.2935663279891014, -0.496817351967144, -0.1683772648870945, 0.1498856224770594, 0.5030937199294567, -0.3607591074899349, 0.8397554424405098, 0.3727247711417465, -0.3109725150465965, -0.0374885001418304, -0.9148672926425934, 0.4772298670286407, -0.1232204493321478, 0.2747438665157776, -0.1407393771409988, 0.6812271400450516, 0.3452158313989639, 0.5508030557482719, 0.6741253067553044, 0.0385374854907528, -0.5302466801553964, 0.1599547376686802, 0.2477606800198555, 0.9402144573414422, -0.9421493965387344, 0.2103453298039055, 0.5322800767421723, 0.5380009856190491, 0.6372945946455002, 0.4924177248145943, 1.0301469159126282, -0.5204660251420308, -0.2411820064485073, 0.2756564106196785, 0.7945881453156471, 0.1285480148061752, -0.6094738501310348, -0.4830669790681076, -0.1434668102487922]|10089.6035156250000000|      4.00000000|[31, 2, 0, 2]                                                              | | GPS sucess | actual_k=1
       3|[5.4300095249879075, 1.3771681678295136, 1.027407922403536, 0.1373807829618454, 4.418117469312911, -0.9195337998867035, 1.4531613847800247, -0.5239912639558315, -0.0771130454405975, 0.1876328331232071, 0.6176121883488083, -0.4028433221578598, 0.4069885089656524, -0.2743476885557175, 0.5104228905713749, -0.4287204975448549, 1.4984628343741344, 0.0957159683853388, 1.4564265990718863, 0.1761726862564683, 0.4693447110154474, 0.0282958327839151, 0.8568768102930265, -0.0930882531870157, 0.459052767465592, 1.2719473312422633, 0.2929131866338834, 1.2926994052063674, -0.4976167671345651, -0.1684115763568843, 0.1513349183787528, 0.5066785006597638, -0.3545301110491667, 0.8489320366457105, 0.352940911069253, -0.296019743680954, -0.0202684966114473, -0.8961598104983568, 0.4964061043137779, -0.1047832798399031, 0.2797176254591565, -0.1278212419897318, 0.6893597942872691, 0.3473575522471219, 0.5459711777455389, 0.6616460033506155, 0.018121601979448, -0.5584432031214237, 0.1246185784990063, 0.2064257790148258, 0.8945072203660107, -0.9901640112698078, 0.1624451485402203, 0.4871555683016777, 0.4984004531171131, 0.6058686454594135, 0.471507076185525, 1.0215501910820604, -0.5157340678070057, -0.2231280519813299, 0.3057883299291754, 0.8341440413892269, 0.1733608468338489, -0.5650865319371223, -0.4461679488595199, -0.1221838896349073]|6657.4921875000000000|      8.00000000|[46, 3, 0, 3]                                                              | | GPS sucess | actual_k=1
     148|[3.5158320893556687, 6.391108989694859, -1.3224506407703762, -0.9983931594514062, 3.0756692809103225, 1.2999742662022848, 1.9676376447062167, -3.0200583339060105, -0.0719283206776009, 6.342767233320524, -0.2569253645168076, -3.392273771290411, -2.4522213782858597, -4.174968452749787, -4.19121944422518, 11.129708594718148, -5.594514837476096, 31.045368117286085, -7.163120095831041, 7.666919412209373, -6.925936171503761, -6.959777786880358, -1.8486117155154236, 7.597708787403032, -10.454450856716557, -7.023760385676929, -10.711323614675685, -6.399705870770367, -7.65142305837923, -5.225009231185954, 55.232209756895855, -5.960500349581713, -2.910590385607241, -2.2207819104978737, -0.9470841553117051, -4.710932701207174, -0.0296790269670784, -0.432433580650084, -0.2092881778652153, -0.5492310354000546, 0.6674642751240679, -2.646198956737012, -0.3279497113276229, 0.7578783174466867, -0.7198841362887874, 19.903926125669585, -2.1122121852380644, -4.231565631641148, -4.466438160940831, -6.197110437597169, -10.032618016813004, 11.051002709676537, -10.617321432790593, -7.7942876119478335, 18.803367549229545, 38.253400733752756, -5.4170809851751995, -5.441411761272774, -7.549982251130112, -6.440570875449487, -3.3179224668088647, 1.7523584340582428, -1.7059597603360894, 2.6026186333673675, 1.7133589116865648, 2.2252949879296304]|385.9899902343750000|      0.25000000|[8415, 618, 0, 618]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
     149|[3.5158320893556687, 6.391108989694859, -1.3224506407703762, -0.9983931594514062, 3.0756692809103225, 1.2999742662022848, 1.9676376447062167, -3.0200583339060105, -0.0719283206776009, 6.342767233320524, -0.2569253645168076, -3.392273771290411, -2.4522213782858597, -4.174968452749787, -4.19121944422518, 11.129708594718148, -5.594514837476096, 31.045368117286085, -7.163120095831041, 7.666919412209373, -6.925936171503761, -6.959777786880358, -1.8486117155154236, 7.597708787403032, -10.454450856716557, -7.023760385676929, -10.711323614675685, -6.399705870770367, -7.65142305837923, -5.225009231185954, 55.232209756895855, -5.960500349581713, -2.910590385607241, -2.2207819104978737, -0.9470841553117051, -4.710932701207174, -0.0296790269670784, -0.432433580650084, -0.2092881778652153, -0.5492310354000546, 0.6674642751240679, -2.646198956737012, -0.3279497113276229, 0.7578783174466867, -0.7198841362887874, 19.903926125669585, -2.1122121852380644, -4.231565631641148, -4.466438160940831, -6.197110437597169, -10.032618016813004, 11.051002709676537, -10.617321432790593, -7.7942876119478335, 18.803367549229545, 38.253400733752756, -5.4170809851751995, -5.441411761272774, -7.549982251130112, -6.440570875449487, -3.3179224668088647, 1.7523584340582428, -1.7059597603360894, 2.6026186333673675, 1.7133589116865648, 2.2252949879296304]|385.9899902343750000|      0.12500000|[8496, 624, 0, 624]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 30 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
     150|[3.529553771486959, 6.383697276448603, -1.3252762599575822, -0.9986684178919305, 3.0750670803412032, 1.2991045715125304, 1.9665968236261206, -3.0211497034501664, -0.0729389184775055, 6.341966365406302, -0.2574017901468481, -3.3923353289259013, -2.451809713364302, -4.174062575363101, -4.189838453383754, 11.13150530362608, -5.5923999545505705, 31.04766973690708, -7.160791024778669, 7.669096272323933, -6.92410306208583, -6.958482731501198, -1.8480424671180546, 7.597380135948266, -10.455825316774844, -7.026296788459354, -10.715099969390913, -6.404757207487227, -7.6577382710760205, -5.232529760627489, 55.22358932618047, -5.970070932351524, -2.920921436100064, -2.2316499494800266, -0.8284927722121491, -4.722108982815815, -0.0406025094447433, -0.4428343732339072, -0.2189111102769456, -0.5578465189299203, 0.6600499811829575, -2.652263390807152, -0.3325684054020748, 0.754742669589125, -0.7215614466158554, 19.90361968538511, -2.1112957422296006, -4.229629390820934, -4.463731616467063, -6.193917575799881, -10.029242375975528, 11.054255623619097, -10.614479081927673, -7.79210512920606, 18.804700384174605, 38.25377340175339, -5.41768298638308, -5.442895222277456, -7.5521420992408625, -6.4430964804779824, -3.320417792677814, 1.7514697266509582, -1.7038281594718578, 2.602737751889347, 1.7148247463637842, 2.2278387185909034]|385.9800415039062500|      0.25000000|[8511, 625, 0, 625]                                                        | | GPS sucess | actual_k=1
     151|[3.5082216528267476, 6.404330498983856, -1.3083464453655784, -1.0010566365425249, 3.0736354716521856, 1.2987266223017153, 1.967233065781572, -3.0196534218589224, -0.0708233514955491, 6.34440480120295, -0.2549614791321959, -3.390209590737277, -2.450284852277211, -4.173373768139178, -4.190154046997531, 11.130093906499576, -5.594917086871943, 31.04411760625076, -7.165232414592688, 7.663976468962338, -6.92963870051133, -6.964135909354872, -1.853496937521547, 7.592439952115025, -10.45995488814935, -7.029356377763384, -10.716883200664206, -6.405124377832498, -7.65662707344142, -5.229962574607175, 55.227501925006464, -5.965011210006201, -2.914996048490314, -2.225214997105479, -0.8331065945382132, -4.715956906169129, -0.0353175891099273, -0.4389169534166085, -0.2168462831458382, -0.5532251361271955, 0.6571309102946469, -2.6581692378723027, -0.3416603638056621, 0.7423846011005867, -0.7371338976709053, 19.885023660201313, -2.132583937854548, -4.253142774984314, -4.488879656150763, -6.220005506225882, -9.794637093430438, 11.028649166475075, -10.638615818916694, -7.813991992020487, 18.78575465853991, 38.238321665005174, -5.429274158228874, -5.450488203493022, -7.555861362950944, -6.4433470430668995, -3.317882844854081, 1.7558591253822495, -1.6986967779080155, 2.60742925955665, 1.7179933965681, 2.228736957910116]|385.9794616699218750|      0.50000000|[8565, 629, 0, 629]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
     152|[3.5082216528267476, 6.404330498983856, -1.3083464453655784, -1.0010566365425249, 3.0736354716521856, 1.2987266223017153, 1.967233065781572, -3.0196534218589224, -0.0708233514955491, 6.34440480120295, -0.2549614791321959, -3.390209590737277, -2.450284852277211, -4.173373768139178, -4.190154046997531, 11.130093906499576, -5.594917086871943, 31.04411760625076, -7.165232414592688, 7.663976468962338, -6.92963870051133, -6.964135909354872, -1.853496937521547, 7.592439952115025, -10.45995488814935, -7.029356377763384, -10.716883200664206, -6.405124377832498, -7.65662707344142, -5.229962574607175, 55.227501925006464, -5.965011210006201, -2.914996048490314, -2.225214997105479, -0.8331065945382132, -4.715956906169129, -0.0353175891099273, -0.4389169534166085, -0.2168462831458382, -0.5532251361271955, 0.6571309102946469, -2.6581692378723027, -0.3416603638056621, 0.7423846011005867, -0.7371338976709053, 19.885023660201313, -2.132583937854548, -4.253142774984314, -4.488879656150763, -6.220005506225882, -9.794637093430438, 11.028649166475075, -10.638615818916694, -7.813991992020487, 18.78575465853991, 38.238321665005174, -5.429274158228874, -5.450488203493022, -7.555861362950944, -6.4433470430668995, -3.317882844854081, 1.7558591253822495, -1.6986967779080155, 2.60742925955665, 1.7179933965681, 2.228736957910116]|385.9794616699218750|      0.25000000|[8645, 635, 0, 635]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 68 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
     153|[3.546020154377899, 6.368145413210388, -1.3205433587271278, -1.00530897253051, 3.0656900858906266, 1.3055030198838589, 1.9518394426306869, -3.038305101017133, -0.0921594971945733, 6.321092975733814, -0.2794572055834736, -3.157721539680415, -2.4746900243719137, -4.19657370823949, -4.211482676923378, 11.111187620513272, -5.610983245062313, 31.03116582520884, -7.174941876184826, 7.657495099470672, -6.933038145720982, -6.954521924159116, -1.8516178953906521, 7.596343716647904, -10.454511430635302, -7.0228837021679515, -10.709892550926789, -6.398104398884561, -7.650022639450405, -5.224156575566571, 55.2322032115608, -5.961633735394576, -2.9130681205389855, -2.2247673319389034, -0.8340777485569841, -4.718200466209499, -0.0386133466848879, -0.442985566934638, -0.2213667818276517, -0.5578545092119492, 0.6527369247996756, -2.6620033695117535, -0.3446502489700869, 0.7404648009177822, -0.7378319699828394, 19.88561294513076, -2.1307347681280646, -4.2501558782012, -4.484967358141963, -6.215459312819896, -9.78981015097169, 11.03336590553357, -10.634408583621369, -7.810667957629516, 18.78788415298531, 38.239044909103654, -5.430034450281165, -5.452646332615131, -7.55915093677684, -6.447319679602663, -3.3219298880099597, 1.7524541516089638, -1.7007275379578355, 2.607378388261989, 1.7201977705126508, 2.2328627783829527]|385.8668518066406250|      0.50000000|[8674, 637, 0, 637]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
     154|[3.5033559170574757, 6.409411858280893, -1.2866837295431202, -1.0100854098316987, 3.0628268685125914, 1.3047471214622286, 1.9531119269415895, -3.035312537834645, -0.0879283632306606, 6.32596984732711, -0.2745765835541691, -3.1534700633031663, -2.471640302197731, -4.195196093791643, -4.212113864150933, 11.108364826260265, -5.616017509705058, 31.024061563896208, -7.183824655812864, 7.647255492747482, -6.94410942257198, -6.9658282798664635, -1.862526836197637, 7.586463348981421, -10.462770573384313, -7.029002880776011, -10.713459013473376, -6.398838739575103, -7.647800244181205, -5.219022203525942, 55.24002840921278, -5.951514290703932, -2.9012173453194854, -2.211897427189808, -0.8210256128510363, -4.705896312916128, -0.028043506015256, -0.4351507273000407, -0.2172371275654368, -0.558323422939622, 0.6468987830230543, -2.673815063642055, -0.3628341657772616, 0.7157486639407057, -0.7689768720929392, 19.848420894763166, -2.1733111593779597, -4.2971826465279594, -4.535263437509363, -6.267635173671899, -9.32059958588151, 11.07149415115549, -10.682682057599411, -7.854441683258369, 18.74999270171592, 38.20814143560722, -5.453216793972753, -5.4678322950462634, -7.566589464197003, -6.4478208047804975, -3.3168599923624935, 1.7612329490715464, -1.690464774830151, 2.616761403596595, 1.6854247821038468, 2.234659257021378]|385.8029785156250000|      1.00000000|[8702, 639, 0, 639]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
     155|[3.5430894908518407, 6.298491429051157, -1.2803933468374913, -1.0851474612471421, 3.04070597364839, 1.3311697505950955, 2.040889548985676, -3.1312832653379448, 0.0302135486932247, 6.407219956105587, -0.3100052677589859, -3.173117041308933, -2.4701684257981396, -4.269082771414438, -4.160162452039412, 11.179053506074604, -5.63935099773728, 30.964549786882667, -7.236074802678709, 7.634889454931673, -6.890696377910697, -6.960780518496967, -1.7843282095601782, 7.635189721402209, -10.413580093122272, -6.92288394840964, -10.70588418094082, -6.386015674763575, -7.586951207159807, -5.082012135824602, 55.23548875369127, -5.922566648630896, -2.9867512026650664, -2.2286098208014775, -0.8321568268289692, -4.714108562642185, 0.0209589625707121, -0.4796366241258311, -0.2155386033399335, -0.5240951092253562, 0.5782639004537412, -2.640988062577039, -0.373040566194053, 0.7786758057263273, -0.8066982675854929, 19.81252515973776, -2.164979596985546, -4.290557443577869, -4.425064656615083, -6.274500276003985, -9.517486661782542, 11.084772270421523, -10.727502425889359, -7.777690249945476, 18.785183913565373, 38.286350291891836, -5.46325117817869, -5.3993506262163455, -7.636752915332162, -6.459363355999961, -3.329873804144496, 1.840830727689882, -1.750328331006575, 2.522226268863872, 1.6861831815340436, 2.246212541733514]|385.0177612304687500|      2.00000000|[8717, 640, 0, 640]                                                        | | GPS sucess | actual_k=1
     156|[3.5430894908518407, 6.298491429051157, -1.2803933468374913, -1.0851474612471421, 3.04070597364839, 1.3311697505950955, 2.040889548985676, -3.1312832653379448, 0.0302135486932247, 6.407219956105587, -0.3100052677589859, -3.173117041308933, -2.4701684257981396, -4.269082771414438, -4.160162452039412, 11.179053506074604, -5.63935099773728, 30.964549786882667, -7.236074802678709, 7.634889454931673, -6.890696377910697, -6.960780518496967, -1.7843282095601782, 7.635189721402209, -10.413580093122272, -6.92288394840964, -10.70588418094082, -6.386015674763575, -7.586951207159807, -5.082012135824602, 55.23548875369127, -5.922566648630896, -2.9867512026650664, -2.2286098208014775, -0.8321568268289692, -4.714108562642185, 0.0209589625707121, -0.4796366241258311, -0.2155386033399335, -0.5240951092253562, 0.5782639004537412, -2.640988062577039, -0.373040566194053, 0.7786758057263273, -0.8066982675854929, 19.81252515973776, -2.164979596985546, -4.290557443577869, -4.425064656615083, -6.274500276003985, -9.517486661782542, 11.084772270421523, -10.727502425889359, -7.777690249945476, 18.785183913565373, 38.286350291891836, -5.46325117817869, -5.3993506262163455, -7.636752915332162, -6.459363355999961, -3.329873804144496, 1.840830727689882, -1.750328331006575, 2.522226268863872, 1.6861831815340436, 2.246212541733514]|385.0177612304687500|      1.00000000|[8797, 646, 0, 646]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 42 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 55 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 68 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
     157|[3.5430894908518407, 6.298491429051157, -1.2803933468374913, -1.0851474612471421, 3.04070597364839, 1.3311697505950955, 2.040889548985676, -3.1312832653379448, 0.0302135486932247, 6.407219956105587, -0.3100052677589859, -3.173117041308933, -2.4701684257981396, -4.269082771414438, -4.160162452039412, 11.179053506074604, -5.63935099773728, 30.964549786882667, -7.236074802678709, 7.634889454931673, -6.890696377910697, -6.960780518496967, -1.7843282095601782, 7.635189721402209, -10.413580093122272, -6.92288394840964, -10.70588418094082, -6.386015674763575, -7.586951207159807, -5.082012135824602, 55.23548875369127, -5.922566648630896, -2.9867512026650664, -2.2286098208014775, -0.8321568268289692, -4.714108562642185, 0.0209589625707121, -0.4796366241258311, -0.2155386033399335, -0.5240951092253562, 0.5782639004537412, -2.640988062577039, -0.373040566194053, 0.7786758057263273, -0.8066982675854929, 19.81252515973776, -2.164979596985546, -4.290557443577869, -4.425064656615083, -6.274500276003985, -9.517486661782542, 11.084772270421523, -10.727502425889359, -7.777690249945476, 18.785183913565373, 38.286350291891836, -5.46325117817869, -5.3993506262163455, -7.636752915332162, -6.459363355999961, -3.329873804144496, 1.840830727689882, -1.750328331006575, 2.522226268863872, 1.6861831815340436, 2.246212541733514]|385.0177612304687500|      0.50000000|[8879, 652, 0, 652]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 43 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 56 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 69 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
     158|[3.5979762193770024, 6.268844576066132, -1.2916958235863154, -1.0862484950092395, 3.0382971713719127, 1.324725346227738, 2.0367262646652917, -3.1356487435145683, 0.0261711574936062, 6.404016484448698, -0.3119109702791478, -3.1733632718508944, -2.4685217661119094, -4.265459261867696, -4.154638488673708, 11.186240341706332, -5.6308914660351785, 30.973756265366642, -7.226758518469219, 7.643596895389911, -6.883363940238976, -6.955600296980328, -1.7820512159707025, 7.633875115583147, -10.41907793335542, -6.933029559539341, -10.720989599801733, -6.406221021631017, -7.612212057946969, -5.112094253590744, 55.20100703082974, -5.960848979710141, -3.028075404636359, -2.2720819767300893, -0.3577912944307453, -4.758813689076749, -0.0227349673399477, -0.5212397944611239, -0.2540303329868547, -0.5585570433448191, 0.5486067246892997, -2.6652457988575997, -0.3915153424918607, 0.7661332142960805, -0.8134075088937648, 19.811299398599857, -2.1613138249516908, -4.282812480297013, -4.414238478720014, -6.2617288288148325, -9.503984098432639, 11.097783926191765, -10.716133022437678, -7.768960318978383, 18.790515253345614, 38.28784096389438, -5.465659183010213, -5.401755217517802, -7.645392307775163, -6.469465776113942, -3.339855107620293, 1.8327447206014593, -1.7547951938899937, 2.52270274295179, 1.6920465202429211, 2.256387464378606]|385.0037536621093750|      1.00000000|[8920, 655, 0, 655]                                                        |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 29 points | (iterate failure) trying more points before decreasing delta| GPS sucess | actual_k=1
